Token Number,Rates,length,index_in_dataset,occurrence_number
0,[],9891,164,1
0,[],1918,165,1
0,[],10497,166,1
0,[],7511,167,1
0,[],3617,168,1
0,[],6911,169,1
0,[],9980,170,1
0,[],1985,171,1
0,[],7209,172,1
0,[],10231,173,1
0,[],4187,174,1
0,[],2808,175,1
0,[],8885,176,1
0,[],3613,177,1
0,[],10898,178,1
0,[],3022,179,1
0,[],10071,180,1
0,[],2757,181,1
0,[],7807,182,1
0,[],3938,183,1
0,[],2858,184,1
0,[],7941,185,1
0,[],10326,186,1
0,[],5775,187,1
0,[],3429,188,1
0,[],8435,189,1
0,[],3741,190,1
0,[],9825,191,1
0,[],5492,192,1
0,[],6053,193,1
0,[],1198,194,1
0,[],9352,195,1
0,[],8082,196,1
0,[],11366,197,1
0,[],5523,198,1
0,[],10784,199,1
17926,[0.728571429.],12252,95,2
0,[],6750,15,2
0,[],3776,30,2
0,[],5004,158,2
0,[],3082,128,2
0,[],2148,115,2
0,[],936,69,2
14586,[0.728571429.],9980,170,2
0,[],4187,174,2
0,[],7843,45,2
0,[],1691,66,2
0,[],7807,182,2
0,[],1918,165,2
0,[],5571,78,2
15049,[0.728571429.],10326,186,2
0,[],3613,177,2
16525,[0.728571429.],11138,56,2
0,[],9076,152,2
0,[],4428,82,2
0,[],6236,68,2
0,[],3446,124,2
0,[],3141,16,2
17041,[0.728571429.],11799,148,2
0,[],6247,93,2
0,[],9352,65,2
0,[],2448,60,2
0,[],8729,84,2
0,[],6790,67,2
0,[],3931,125,2
0,[],9070,132,2
0,[],2113,9,2
14458,[0.728571429.],9666,18,2
0,[],7165,55,2
0,[],3237,75,2
0,[],1820,150,2
0,[],2017,104,2
14028,[0.728571429.],9570,135,2
0,[],1652,137,2
14415,[0.728571429.],9891,164,2
14122,[0.728571429.],9464,76,2
15410,[0.728571429.],10434,79,2
16708,[0.728571429.],11366,197,2
0,[],8423,38,2
14003,[0.728571429.],9481,24,2
0,[],7230,122,2
0,[],9352,195,2
18085,[0.728571429.],12184,29,2
0,[],3170,19,2
0,[],3878,143,2
0,[],2227,86,2
0,[],4162,114,2
15001,[0.728571429.],10231,173,2
14296,[0.728571429.],9574,5,2
15755,[0.728571429.],10618,126,2
17239,[0.728571429.],11695,117,2
0,[],5832,73,2
16668,[0.728571429.],11317,140,2
0,[],1734,98,2
0,[],7209,172,2
0,[],3917,96,2
0,[],6911,169,2
15082,[0.728571429.],10251,97,2
0,[],4381,31,2
0,[],3507,12,2
14607,[0.728571429.],9804,35,2
0,[],4339,119,2
0,[],4847,42,2
0,[],8435,189,2
0,[],1703,90,2
0,[],2027,136,2
14920,[0.728571429.],10130,51,2
14227,[0.728571429.],9769,127,2
0,[],7949,162,2
0,[],1220,41,2
0,[],5133,118,2
0,[],3928,113,2
0,[],6884,26,2
0,[],3380,139,2
0,[],8851,100,2
0,[],8726,111,2
0,[],8984,2,2
0,[],9356,77,2
0,[],1644,46,2
0,[],5775,187,2
14436,[0.728571429.],9825,191,2
0,[],2519,85,2
0,[],3760,161,2
0,[],8710,36,2
0,[],3741,190,2
14556,[0.728571429.],9694,61,2
0,[],2223,22,2
14713,[0.728571429.],10032,141,2
0,[],7940,101,2
0,[],9366,33,2
0,[],6582,11,2
0,[],1198,194,2
0,[],2904,159,2
16774,[0.728571429.],11372,6,2
0,[],9214,27,2
0,[],4873,120,2
0,[],6749,4,2
0,[],4686,32,2
0,[],3375,142,2
0,[],7136,145,2
0,[],4694,109,2
0,[],6914,144,2
0,[],6608,10,2
0,[],4187,62,2
0,[],5696,112,2
0,[],6607,146,2
15565,[0.728571429.],10497,166,2
0,[],6406,0,2
0,[],5523,198,2
0,[],6275,153,2
0,[],7481,70,2
16049,[0.728571429.],11070,123,2
0,[],9123,64,2
0,[],8314,44,2
0,[],5382,163,2
0,[],6465,28,2
0,[],3209,40,2
0,[],5308,108,2
0,[],1909,155,2
0,[],8932,156,2
0,[],3276,25,2
0,[],4803,23,2
0,[],2858,184,2
0,[],7032,147,2
16706,[0.728571429.],11405,81,2
0,[],2756,39,2
0,[],3617,168,2
0,[],4912,47,2
0,[],7781,94,2
0,[],7046,154,2
15356,[0.728571429.],10366,43,2
0,[],3425,138,2
0,[],5623,3,2
0,[],6247,105,2
0,[],8653,53,2
0,[],8528,133,2
14723,[0.728571429.],10071,180,2
16175,[0.728571429.],10898,178,2
0,[],7941,185,2
0,[],7924,49,2
0,[],4927,80,2
0,[],1404,34,2
16636,[0.728571429.],11240,7,2
0,[],3916,110,2
0,[],6376,91,2
0,[],4173,83,2
0,[],8885,176,2
0,[],2757,181,2
0,[],8345,89,2
0,[],7689,8,2
0,[],8785,13,2
15984,[0.728571429.],10777,59,2
0,[],1985,171,2
0,[],6253,131,2
0,[],2154,17,2
0,[],2110,72,2
0,[],2808,175,2
0,[],6422,134,2
0,[],7511,167,2
0,[],3938,183,2
0,[],5874,63,2
0,[],2483,54,2
0,[],5587,107,2
0,[],2654,50,2
0,[],8082,196,2
0,[],3135,58,2
0,[],1162,48,2
0,[],7008,88,2
15915,[0.728571429.],10825,21,2
0,[],1415,57,2
16371,[0.728571429.],11057,160,2
0,[],5492,192,2
0,[],1322,129,2
14733,[0.728571429.],9918,37,2
0,[],8341,157,2
0,[],6053,193,2
0,[],1794,1,2
14043,[0.728571429.],9449,52,2
0,[],9216,149,2
0,[],2343,130,2
0,[],7157,151,2
0,[],2161,103,2
0,[],7127,99,2
0,[],2292,116,2
0,[],2045,87,2
0,[],6733,74,2
0,[],3477,121,2
15811,[0.728571429.],10784,199,2
16267,[0.728571429.],11154,20,2
0,[],3429,188,2
0,[],6099,71,2
0,[],3539,106,2
0,[],7565,14,2
14141,[0.728571429.],9637,92,2
0,[],3022,179,2
0,[],6846,102,2
