Token Number
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9216
10272
16925
14336
15637
6673
18640
18469
5120
11309
15897
9216
16192
14336
9216
15900
6776
17009
17789
26195
16384
13405
13043
10273
13054
13398
8282
30485
17006
9216
26198
16189
17793
13060
16205
10272
10952
16384
5120
15360
5619
12771
2684
15704
5277
17794
12577
3072
5120
9216
16189
0
9352
9358
13312
13048
5274
2048
3072
6780
9216
9216
17773
15393
30043
5120
1024
0
0
17777
30042
16193
13405
13060
8171
7168
5120
26196
13061
18643
18636
25472
11264
0
1024
0
0
25465
15360
25462
13057
5619
13407
10240
6144
17791
8280
15897
6144
1024
0
0
0
0
15402
5120
13052
17012
0
1024
0
0
1024
15388
9216
15638
9216
7168
0
30038
8283
13404
12779
25464
11316
18641
6019
5120
0
3072
0
0
0
30044
0
30038
1024
0
0
0
1024
0
3072
1024
0
0
2048
0
0
0
0
1024
0
0
0
1024
0
0
0
0
1024
0
0
0
0
0
1024
0
0
1024
0
0
1024
0
0
0
0
0
0
0
0
0
2048
0
0
1024
1024
0
0
1024
0
1024
1024
3072
0
0
0
0
2048
0
