filename,a,b
06.csv,9.199533115315706e-05,0.05496935327559265
03.csv,5.591602459317067e-05,0.07696992164728042
02.csv,2.3640076152514657e-05,0.3193163771870893
1.csv,0.00013438977394253005,-0.0006046225223680943
cpu_1.csv,8.54669335240032e-06,0.017131611630247772
cpu_02.csv,1.4192270909552445e-05,0.08188638013497987
cpu_03.csv,1.3365588203305365e-05,0.09604763712597199
cpu_06.csv,1.4921894401777524e-05,0.09170680671889563
prefill.csv,0.0001179260482982499,-0.14363635153057097
