Token Number,Rates,length,index_in_dataset,occurrence_number,device
0,[],4388,139,1,
0,[],6006,145,1,
0,[],9910,223,1,
0,[],2047,75,1,
0,[],703,9,1,
0,[],4888,188,1,
0,[],4165,131,1,
0,[],10686,272,1,
0,[],8128,298,1,
0,[],4629,146,1,
0,[],8208,286,1,
0,[],599,84,1,
0,[],8304,292,1,
0,[],5653,177,1,
0,[],5413,153,1,
0,[],4312,152,1,
0,[],648,92,1,
0,[],6068,196,1,
0,[],880,75,1,
0,[],8754,296,1,
0,[],535,68,1,
0,[],1336,15,1,
0,[],11089,204,1,
0,[],5717,158,1,
0,[],1468,88,1,
0,[],5620,197,1,
0,[],6390,117,1,
0,[],3804,82,1,
0,[],4416,105,1,
0,[],569,33,1,
0,[],451,0,1,
0,[],11016,293,1,
0,[],2042,53,1,
0,[],8703,231,1,
0,[],3452,32,1,
0,[],10510,234,1,
0,[],10896,244,1,
0,[],4127,140,1,
0,[],960,22,1,
0,[],4434,116,1,
0,[],2605,65,1,
0,[],773,89,1,
0,[],9893,211,1,
0,[],7328,107,1,
0,[],805,18,1,
0,[],3894,20,1,
0,[],8415,289,1,
0,[],11922,274,1,
0,[],4433,144,1,
0,[],12968,241,1,
0,[],1433,60,1,
0,[],9014,250,1,
0,[],8853,287,1,
0,[],8034,228,1,
0,[],6404,100,1,
0,[],7135,167,1,
0,[],516,54,1,
0,[],4061,193,1,
0,[],653,46,1,
0,[],772,93,1,
0,[],4346,108,1,
0,[],9563,264,1,
0,[],11381,272,1,
0,[],8086,299,1,
0,[],4012,179,1,
0,[],6424,136,1,
0,[],3762,83,1,
0,[],1623,80,1,
0,[],7327,162,1,
0,[],2071,94,1,
0,[],10316,265,1,
0,[],4740,180,1,
0,[],9934,217,1,
0,[],7126,172,1,
0,[],15198,278,1,
0,[],10845,231,1,
0,[],698,69,1,
0,[],4522,103,1,
0,[],3430,50,1,
0,[],8069,209,1,
0,[],5727,149,1,
0,[],5167,124,1,
0,[],7406,128,1,
0,[],6656,165,1,
0,[],4956,185,1,
0,[],9108,227,1,
0,[],10923,291,1,
0,[],13691,247,1,
0,[],9989,290,1,
0,[],9234,249,1,
0,[],4410,143,1,
0,[],8371,251,1,
0,[],8881,252,1,
0,[],11914,250,1,
0,[],4527,114,1,
0,[],8608,203,1,
0,[],7755,141,1,
0,[],1547,38,1,
0,[],511,7,1,
0,[],10496,221,1,
0,[],1426,19,1,
0,[],4288,172,1,
0,[],6183,151,1,
0,[],3890,56,1,
0,[],2012,1,1,
0,[],3710,36,1,
0,[],1774,22,1,
0,[],4300,150,1,
0,[],2166,10,1,
0,[],1562,44,1,
0,[],1374,49,1,
0,[],783,25,1,
0,[],7114,142,1,
0,[],8136,220,1,
0,[],4579,183,1,
0,[],9998,240,1,
0,[],386,42,1,
0,[],20316,261,1,
0,[],4523,116,1,
0,[],6924,108,1,
0,[],9441,277,1,
0,[],9272,269,1,
0,[],3764,81,1,
0,[],5131,111,1,
0,[],5328,154,1,
0,[],4122,126,1,
0,[],2640,9,1,
0,[],8189,219,1,
0,[],6686,145,1,
0,[],5620,174,1,
0,[],795,31,1,
0,[],5074,113,1,
0,[],10269,257,1,
0,[],577,23,1,
0,[],5623,173,1,
0,[],1198,66,1,
0,[],3677,57,1,
0,[],8360,222,1,
0,[],1740,21,1,
0,[],939,17,1,
0,[],9136,299,1,
0,[],2526,5,1,
0,[],8031,255,1,
0,[],10687,273,1,
0,[],6278,190,1,
0,[],1868,18,1,
0,[],14618,227,1,
0,[],9404,271,1,
0,[],6113,180,1,
0,[],1437,94,1,
0,[],2184,31,1,
0,[],3533,28,1,
0,[],2032,11,1,
0,[],756,5,1,
0,[],3038,98,1,
0,[],803,45,1,
0,[],10553,276,1,
0,[],4752,168,1,
0,[],1718,16,1,
0,[],8212,279,1,
0,[],1748,48,1,
0,[],5300,187,1,
0,[],3252,62,1,
0,[],4976,138,1,
0,[],850,3,1,
0,[],5205,186,1,
0,[],6070,133,1,
0,[],1608,2,1,
0,[],9144,225,1,
0,[],813,26,1,
0,[],5691,124,1,
0,[],8249,263,1,
0,[],8696,229,1,
0,[],676,50,1,
0,[],10073,214,1,
0,[],1476,37,1,
0,[],4463,175,1,
0,[],8405,237,1,
0,[],10319,274,1,
0,[],7770,157,1,
0,[],2674,57,1,
2970,[0.485714286.],888,77,2,disk
26389,[0.485714286.],10644,284,2,disk
2092,[0.485714286.],982,55,2,disk
27624,[0.485714286.],11315,265,2,disk
21088,[0.485714286.],6963,110,2,disk
15856,[0.485714286.],7132,181,2,disk
9865,[0.485714286.],3898,69,2,disk
20847,[0.485714286.],4200,109,2,disk
18968,[0.485714286.],7764,184,2,disk
10958,[0.485714286.],4554,169,2,disk
14068,[0.485714286.],5181,163,2,disk
16680,[0.485714286.],5226,119,2,disk
17625,[0.485714286.],8379,235,2,disk
17869,[0.485714286.],5629,101,2,disk
2330,[0.485714286.],1053,30,2,disk
3578,[0.485714286.],1196,10,2,disk
18568,[0.485714286.],7363,153,2,disk
9793,[0.485714286.],4513,132,2,disk
8777,[0.485714286.],3914,68,2,disk
41124,[0.485714286.],18864,239,2,disk
23253,[0.485714286.],11534,234,2,disk
30439,[0.485714286.],11257,296,2,disk
12997,[0.485714286.],4978,192,2,disk
30419,[0.485714286.],13095,287,2,disk
26086,[0.485714286.],10770,215,2,disk
16838,[0.485714286.],7332,173,2,disk
6392,[0.485714286.],2539,82,2,disk
3147,[0.485714286.],545,2,2,disk
4813,[0.485714286.],2176,78,2,disk
21989,[0.485714286.],8691,256,2,disk
27735,[0.485714286.],8457,206,2,disk
40243,[0.485714286.],16841,255,2,disk
1922,[0.485714286.],648,63,2,disk
15652,[0.485714286.],7643,182,2,disk
20741,[0.485714286.],8603,288,2,disk
4196,[0.485714286.],1700,64,2,disk
19550,[0.485714286.],10298,212,2,disk
4379,[0.485714286.],1771,49,2,disk
11122,[0.485714286.],4405,137,2,disk
1629,[0.485714286.],533,76,2,disk
23286,[0.485714286.],8290,257,2,disk
11263,[0.485714286.],6347,135,2,disk
23981,[0.485714286.],9129,248,2,disk
18091,[0.485714286.],9203,275,2,disk
11247,[0.485714286.],4119,104,2,disk
1544,[0.485714286.],591,24,2,disk
21555,[0.485714286.],8655,295,2,disk
3257,[0.485714286.],1032,86,2,disk
17119,[0.485714286.],8052,248,2,disk
13033,[0.485714286.],4714,118,2,disk
9348,[0.485714286.],4268,165,2,disk
19965,[0.485714286.],8489,245,2,disk
20834,[0.485714286.],9025,270,2,disk
20026,[0.485714286.],9240,218,2,disk
15437,[0.485714286.],5969,190,2,disk
9687,[0.485714286.],3929,4,2,disk
3344,[0.485714286.],1934,72,2,disk
5463,[0.485714286.],2269,16,2,disk
20214,[0.485714286.],8172,209,2,disk
5779,[0.485714286.],2174,12,2,disk
24757,[0.485714286.],10915,286,2,disk
6754,[0.485714286.],3108,56,2,disk
23685,[0.485714286.],11336,261,2,disk
1800,[0.485714286.],849,83,2,disk
13208,[0.485714286.],6239,141,2,disk
5474,[0.485714286.],1800,6,2,disk
4077,[0.485714286.],1853,29,2,disk
11745,[0.485714286.],5233,155,2,disk
8266,[0.485714286.],1549,74,2,disk
18620,[0.485714286.],5532,176,2,disk
21349,[0.485714286.],9175,291,2,disk
28373,[0.485714286.],12610,246,2,disk
23911,[0.485714286.],12659,259,2,disk
14302,[0.485714286.],5382,129,2,disk
21366,[0.485714286.],4888,188,2,disk
17062,[0.485714286.],8102,298,2,disk
6150,[0.485714286.],2646,0,2,disk
4849,[0.485714286.],1743,29,2,disk
25061,[0.485714286.],11348,236,2,disk
25202,[0.485714286.],9821,275,2,disk
3602,[0.485714286.],1270,70,2,disk
32726,[0.485714286.],9452,235,2,disk
1974,[0.485714286.],798,81,2,disk
15934,[0.485714286.],5932,126,2,disk
20924,[0.485714286.],8122,210,2,disk
20863,[0.485714286.],8276,238,2,disk
14985,[0.485714286.],6232,134,2,disk
13391,[0.485714286.],4140,140,2,disk
26339,[0.485714286.],10557,289,2,disk
20019,[0.485714286.],8316,280,2,disk
2024,[0.485714286.],885,11,2,disk
16251,[0.485714286.],5279,132,2,disk
19978,[0.485714286.],9110,281,2,disk
12707,[0.485714286.],4716,114,2,disk
17609,[0.485714286.],8094,228,2,disk
6105,[0.485714286.],2047,75,2,disk
3821,[0.485714286.],1390,70,2,disk
20216,[0.485714286.],6831,137,2,disk
1967,[0.485714286.],833,73,2,disk
1810,[0.485714286.],737,79,2,disk
1468,[0.485714286.],526,90,2,disk
6454,[0.485714286.],2542,71,2,disk
12587,[0.485714286.],5064,123,2,disk
17308,[0.485714286.],8208,286,2,disk
3493,[0.485714286.],1319,39,2,disk
11062,[0.485714286.],4728,199,2,disk
1585,[0.485714286.],880,75,2,disk
15989,[0.485714286.],5653,177,2,disk
8021,[0.485714286.],3275,61,2,disk
31462,[0.485714286.],9587,284,2,disk
11126,[0.485714286.],4642,164,2,disk
12328,[0.485714286.],4580,194,2,disk
1578,[0.485714286.],599,84,2,disk
1959,[0.485714286.],648,92,2,disk
31811,[0.485714286.],10466,237,2,disk
13451,[0.485714286.],5620,197,2,disk
13609,[0.485714286.],4312,152,2,disk
23955,[0.485714286.],9910,223,2,disk
14132,[0.485714286.],5265,195,2,disk
31224,[0.485714286.],13574,238,2,disk
13932,[0.485714286.],4165,131,2,disk
10284,[0.485714286.],3924,99,2,disk
2427,[0.485714286.],1009,60,2,disk
25454,[0.485714286.],8754,296,2,disk
26328,[0.485714286.],10686,272,2,disk
1531,[0.485714286.],535,68,2,disk
10879,[0.485714286.],4388,139,2,disk
11367,[0.485714286.],3790,40,2,disk
25233,[0.485714286.],8304,292,2,disk
14459,[0.485714286.],5717,158,2,disk
4057,[0.485714286.],1433,60,2,disk
23753,[0.485714286.],8128,298,2,disk
17242,[0.485714286.],7178,112,2,disk
20264,[0.485714286.],8992,208,2,disk
30966,[0.485714286.],12254,259,2,disk
13858,[0.485714286.],6006,145,2,disk
8510,[0.485714286.],3452,32,2,disk
5646,[0.485714286.],1723,35,2,disk
32369,[0.485714286.],11089,204,2,disk
22742,[0.485714286.],9563,264,2,disk
1823,[0.485714286.],451,0,2,disk
19095,[0.485714286.],9133,268,2,disk
17798,[0.485714286.],5413,153,2,disk
14811,[0.485714286.],6068,196,2,disk
14897,[0.485714286.],4416,105,2,disk
9105,[0.485714286.],4127,140,2,disk
2386,[0.485714286.],703,9,2,disk
1466,[0.485714286.],569,33,2,disk
17392,[0.485714286.],8086,299,2,disk
29739,[0.485714286.],11016,293,2,disk
2037,[0.485714286.],773,89,2,disk
22836,[0.485714286.],8703,231,2,disk
20303,[0.485714286.],6390,117,2,disk
22741,[0.485714286.],10510,234,2,disk
5449,[0.485714286.],2071,94,2,disk
1658,[0.485714286.],653,46,2,disk
2426,[0.485714286.],960,22,2,disk
2972,[0.485714286.],1336,15,2,disk
8747,[0.485714286.],4434,116,2,disk
15241,[0.485714286.],7135,167,2,disk
1520,[0.485714286.],772,93,2,disk
10154,[0.485714286.],4101,148,2,disk
24926,[0.485714286.],12968,241,2,disk
13127,[0.485714286.],4629,146,2,disk
19447,[0.485714286.],6404,100,2,disk
24430,[0.485714286.],9893,211,2,disk
1912,[0.485714286.],805,18,2,disk
16930,[0.485714286.],8034,228,2,disk
2997,[0.485714286.],1468,88,2,disk
15541,[0.485714286.],6656,165,2,disk
11885,[0.485714286.],4433,144,2,disk
2055,[0.485714286.],516,54,2,disk
23171,[0.485714286.],10896,244,2,disk
23049,[0.485714286.],8415,289,2,disk
9194,[0.485714286.],3804,82,2,disk
14411,[0.485714286.],6424,136,2,disk
21154,[0.485714286.],8853,287,2,disk
8389,[0.485714286.],3430,50,2,disk
12171,[0.485714286.],4012,179,2,disk
12962,[0.485714286.],4346,108,2,disk
25831,[0.485714286.],10316,265,2,disk
22604,[0.485714286.],7328,107,2,disk
22031,[0.485714286.],9014,250,2,disk
19950,[0.485714286.],7755,141,2,disk
8220,[0.485714286.],4288,172,2,disk
17454,[0.485714286.],7327,162,2,disk
8652,[0.485714286.],4522,103,2,disk
10838,[0.485714286.],4740,180,2,disk
21526,[0.485714286.],10923,291,2,disk
22475,[0.485714286.],8069,209,2,disk
5295,[0.485714286.],2605,65,2,disk
4664,[0.485714286.],1623,80,2,disk
22222,[0.485714286.],11381,272,2,disk
19824,[0.485714286.],7126,172,2,disk
10033,[0.485714286.],3894,20,2,disk
5067,[0.485714286.],2042,53,2,disk
26132,[0.485714286.],11922,274,2,disk
21111,[0.485714286.],7406,128,2,disk
1334,[0.485714286.],511,7,2,disk
2534,[0.485714286.],698,69,2,disk
8269,[0.485714286.],3710,36,2,disk
23140,[0.485714286.],8371,251,2,disk
24022,[0.485714286.],9934,217,2,disk
4306,[0.485714286.],1547,38,2,disk
10539,[0.485714286.],3762,83,2,disk
5486,[0.485714286.],2166,10,2,disk
4717,[0.485714286.],1562,44,2,disk
11565,[0.485714286.],4300,150,2,disk
21573,[0.485714286.],8881,252,2,disk
9741,[0.485714286.],3764,81,2,disk
10471,[0.485714286.],4527,114,2,disk
10568,[0.485714286.],4410,143,2,disk
20546,[0.485714286.],9989,290,2,disk
14547,[0.485714286.],4956,185,2,disk
26022,[0.485714286.],9234,249,2,disk
29210,[0.485714286.],9998,240,2,disk
23574,[0.485714286.],9108,227,2,disk
10966,[0.485714286.],4061,193,2,disk
1730,[0.485714286.],783,25,2,disk
27714,[0.485714286.],10845,231,2,disk
9766,[0.485714286.],3533,28,2,disk
17870,[0.485714286.],5167,124,2,disk
29102,[0.485714286.],10496,221,2,disk
18028,[0.485714286.],5727,149,2,disk
5443,[0.485714286.],1774,22,2,disk
31057,[0.485714286.],11914,250,2,disk
17048,[0.485714286.],6183,151,2,disk
30527,[0.485714286.],13691,247,2,disk
6572,[0.485714286.],2012,1,2,disk
27580,[0.485714286.],9272,269,2,disk
19942,[0.485714286.],6924,108,2,disk
31890,[0.485714286.],15198,278,2,disk
23059,[0.485714286.],8608,203,2,disk
3664,[0.485714286.],1426,19,2,disk
18700,[0.485714286.],3890,56,2,disk
20848,[0.485714286.],10269,257,2,disk
42329,[0.485714286.],20316,261,2,disk
19759,[0.485714286.],7114,142,2,disk
10148,[0.485714286.],4122,126,2,disk
33098,[0.485714286.],14618,227,2,disk
17083,[0.485714286.],8136,220,2,disk
28875,[0.485714286.],9441,277,2,disk
9996,[0.485714286.],4523,116,2,disk
17649,[0.485714286.],8031,255,2,disk
10332,[0.485714286.],5131,111,2,disk
4109,[0.485714286.],1374,49,2,disk
18830,[0.485714286.],5328,154,2,disk
2301,[0.485714286.],939,17,2,disk
19249,[0.485714286.],8360,222,2,disk
6882,[0.485714286.],2640,9,2,disk
6081,[0.485714286.],2184,31,2,disk
2254,[0.485714286.],386,42,2,disk
15687,[0.485714286.],6686,145,2,disk
20648,[0.485714286.],10687,273,2,disk
13929,[0.485714286.],4579,183,2,disk
4190,[0.485714286.],1740,21,2,disk
12197,[0.485714286.],5074,113,2,disk
20525,[0.485714286.],9136,299,2,disk
4336,[0.485714286.],1748,48,2,disk
2784,[0.485714286.],1198,66,2,disk
7418,[0.485714286.],2526,5,2,disk
1886,[0.485714286.],577,23,2,disk
11963,[0.485714286.],4463,175,2,disk
12497,[0.485714286.],4752,168,2,disk
6325,[0.485714286.],2032,11,2,disk
2124,[0.485714286.],795,31,2,disk
18562,[0.485714286.],8189,219,2,disk
14432,[0.485714286.],5620,174,2,disk
12473,[0.485714286.],6070,133,2,disk
9961,[0.485714286.],3677,57,2,disk
14259,[0.485714286.],5205,186,2,disk
3515,[0.485714286.],1437,94,2,disk
1636,[0.485714286.],676,50,2,disk
13307,[0.485714286.],5623,173,2,disk
14808,[0.485714286.],6113,180,2,disk
2230,[0.485714286.],803,45,2,disk
7673,[0.485714286.],3038,98,2,disk
22017,[0.485714286.],9404,271,2,disk
9435,[0.485714286.],4976,138,2,disk
1957,[0.485714286.],850,3,2,disk
8033,[0.485714286.],3252,62,2,disk
7099,[0.485714286.],2674,57,2,disk
13486,[0.485714286.],5300,187,2,disk
4817,[0.485714286.],1718,16,2,disk
3137,[0.485714286.],756,5,2,disk
20094,[0.485714286.],8696,229,2,disk
19690,[0.485714286.],8249,263,2,disk
17248,[0.485714286.],6278,190,2,disk
24633,[0.485714286.],10319,274,2,disk
3821,[0.485714286.],1476,37,2,disk
29007,[0.485714286.],10553,276,2,disk
26942,[0.485714286.],10073,214,2,disk
1920,[0.485714286.],813,26,2,disk
4268,[0.485714286.],1868,18,2,disk
14251,[0.485714286.],5691,124,2,disk
18035,[0.485714286.],7770,157,2,disk
4730,[0.485714286.],1608,2,2,disk
23077,[0.485714286.],9144,225,2,disk
20266,[0.485714286.],8405,237,2,disk
18693,[0.485714286.],8212,279,2,disk
