weight,min_ttft_for_rougel_>=95
0.0,1.3807121301349252
0.1,1.2790074490499683
0.2,1.1773027679650114
0.3,1.0755980868800543
0.4,0.9738934057950972
0.5,0.8721887247101403
0.6000000000000001,0.7762856652336194
0.7000000000000001,0.699829292623559
0.8,0.6612857552878557
0.9,0.5713574584319722
1.0,0.4814291615760885
