id,avg_ROUGEL,var_ROUGEL
0,1.0,0.0
1,1.0,0.0
2,1.0,0.0
3,0.7222222222222222,0.2314814814814814
4,1.0,0.0
5,1.0,0.0
6,0.8571428571428572,0.0612244897959183
7,1.0,0.0
8,1.0,0.0
9,1.0,0.0
10,1.0,0.0
11,1.0,0.0
12,1.0,0.0
13,1.0,0.0
14,1.0,0.0
15,1.0,0.0
16,0.7777777777777777,0.1481481481481481
17,1.0,0.0
18,0.9152542372881356,0.0215455328928468
19,1.0,0.0
20,1.0,0.0
21,1.0,0.0
22,1.0,0.0
23,1.0,0.0
24,1.0,0.0
25,1.0,0.0
26,0.99009900990099,0.000294088814822
27,0.9333333333333332,0.0133333333333333
28,0.9319727891156464,0.0138831042621129
29,1.0,0.0
30,1.0,0.0
31,1.0,0.0
32,1.0,0.0
33,1.0,0.0
34,0.8345445736434108,0.0675916106115918
35,1.0,0.0
36,1.0,0.0
37,1.0,0.0
38,1.0,0.0
39,1.0,0.0
40,0.8636363636363636,0.0557851239669421
41,0.8333333333333334,0.0833333333333333
42,1.0,0.0
43,0.9791666666666666,0.0013020833333333
44,1.0,0.0
45,0.8901945110578205,0.0338535907218802
46,0.8344671201814059,0.0277816341956283
47,1.0,0.0
48,0.9954337899543378,6.255082254331669e-05
49,0.991869918699187,0.0001982946658734
50,0.7866666666666666,0.1365333333333333
51,1.0,0.0
52,1.0,0.0
53,1.0,0.0
54,0.8333333333333334,0.0833333333333333
55,1.0,0.0
56,1.0,0.0
57,0.8104575163398692,0.1077790593361527
58,1.0,0.0
59,1.0,0.0
60,1.0,0.0
61,1.0,0.0
62,1.0,0.0
63,1.0,0.0
64,1.0,0.0
65,0.956989247311828,0.0055497745404092
66,1.0,0.0
67,0.9941520467836256,0.0001025956704627
68,1.0,0.0
69,0.8419807186678353,0.0213607618515056
70,1.0,0.0
71,1.0,0.0
72,0.9158878504672896,0.021224561097039
73,1.0,0.0
74,0.8295774647887324,0.0237512398333663
75,1.0,0.0
76,0.9794238683127572,0.0012701315856322
77,1.0,0.0
78,1.0,0.0
79,1.0,0.0
80,1.0,0.0
81,0.9023569023569024,0.0286025235520184
82,1.0,0.0
83,0.7733333333333334,0.1541333333333333
84,0.9481965625756476,0.0053879948744697
85,1.0,0.0
86,0.8472222222222223,0.0700231481481481
87,1.0,0.0
88,1.0,0.0
89,0.912087912087912,0.023185605603188
90,1.0,0.0
91,1.0,0.0
92,0.6857142857142856,0.1820408163265305
93,0.8888888888888888,0.037037037037037
94,1.0,0.0
95,0.7390476190476191,0.2042884353741496
96,1.0,0.0
97,1.0,0.0
98,1.0,0.0
99,0.9617486338797816,0.004389501030189
100,0.7936507936507936,0.127739984882842
101,0.8620689655172414,0.0570749108204518
102,0.9803921568627452,0.0011534025374855
103,1.0,0.0
104,1.0,0.0
105,1.0,0.0
106,0.7559523809523809,0.1786777210884354
107,1.0,0.0
108,1.0,0.0
109,1.0,0.0
110,1.0,0.0
111,1.0,0.0
112,1.0,0.0
113,1.0,0.0
114,0.8927738927738927,0.0135132932335729
115,0.9770114942528736,0.0015854141894569
116,1.0,0.0
117,1.0,0.0
118,1.0,0.0
119,1.0,0.0
120,1.0,0.0
121,1.0,0.0
122,0.9777777777777776,0.0014814814814814
123,1.0,0.0
124,0.7259259259259259,0.2253497942386831
125,1.0,0.0
126,1.0,0.0
127,0.858974358974359,0.0596646942800788
128,1.0,0.0
129,1.0,0.0
130,0.9624747157703842,0.001085708917249
131,0.8455284552845529,0.0715843743803291
132,0.9950248756218903,7.42555877329772e-05
133,1.0,0.0
134,0.6666666666666666,0.3333333333333333
135,1.0,0.0
136,0.9371428571428572,0.0118530612244898
137,0.9411764705882354,0.0103806228373702
138,1.0,0.0
139,0.651936715766503,0.1097616617691834
140,1.0,0.0
141,0.9777777777777776,0.0014814814814814
142,1.0,0.0
143,1.0,0.0
144,0.6460905349794238,0.3140273332317228
145,0.8822355289421159,0.0416054119306297
146,1.0,0.0
147,1.0,0.0
148,1.0,0.0
149,1.0,0.0
150,1.0,0.0
151,1.0,0.0
152,0.9358974358974358,0.01232741617357
153,0.975,0.0018749999999999
154,1.0,0.0
155,0.6767676767676768,0.1013161922252831
156,1.0,0.0
157,1.0,0.0
158,0.8333333333333334,0.0833333333333333
159,0.7999999999999999,0.12
160,1.0,0.0
161,0.923076923076923,0.0177514792899408
162,0.6726677577741408,0.1577730692888962
163,1.0,0.0
164,1.0,0.0
165,1.0,0.0
166,0.8985507246376812,0.0308758664146187
167,1.0,0.0
168,0.8874458874458874,0.0380052847585315
169,0.7582332429290973,0.05137054212969
170,1.0,0.0
171,1.0,0.0
172,1.0,0.0
173,1.0,0.0
174,0.9696969696969696,0.0027548209366391
175,1.0,0.0
176,1.0,0.0
177,1.0,0.0
178,1.0,0.0
179,0.9315068493150686,0.0140739350722461
180,0.8888888888888888,0.037037037037037
181,1.0,0.0
182,0.8685714285714287,0.0518204081632652
183,0.9458333333333332,0.0088020833333333
184,1.0,0.0
185,1.0,0.0
186,0.9135802469135804,0.0224051211705532
187,0.9365079365079364,0.0120937263794406
188,1.0,0.0
189,0.9213483146067416,0.0185582628456003
190,1.0,0.0
191,0.9406487232574188,0.0043565420286997
192,0.894308943089431,0.0335117985326194
193,1.0,0.0
194,0.7584719831707784,0.0270153808688843
195,1.0,0.0
196,1.0,0.0
197,0.9777777777777776,0.0014814814814814
198,0.9782608695652174,0.0014177693761814
199,1.0,0.0
