Token Number,Rates
0,[]
0,[]
0,[]
8433,[]
9969,[]
0,[]
0,[]
0,[]
0,[]
0,[]
9919,[]
9723,[]
0,[]
0,[]
0,[]
9913,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
7038,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
6487,[]
6877,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
7100,[]
0,[]
0,[]
0,[]
0,[]
7335,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
8511,[]
0,[]
0,[]
0,[]
10008,[]
0,[]
0,[]
0,[]
9053,[]
0,[]
8549,[]
9792,[]
0,[]
0,[]
0,[]
0,[]
0,[]
7246,[]
0,[]
6608,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
5927,[]
0,[]
0,[]
0,[]
0,[]
0,[]
10121,[]
0,[]
0,[]
0,[]
0,[]
0,[]
7918,[]
7003,[]
5753,[]
0,[]
8501,[]
5960,[]
0,[]
0,[]
0,[]
0,[]
7586,[]
6468,[]
7146,[]
0,[]
0,[]
0,[]
0,[]
5839,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
5800,[]
0,[]
0,[]
9827,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
7515,[]
0,[]
0,[]
0,[]
0,[]
7923,[]
0,[]
0,[]
0,[]
0,[]
0,[]
10166,[]
0,[]
0,[]
0,[]
0,[]
6077,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
6043,[]
0,[]
0,[]
0,[]
8606,[]
0,[]
0,[]
0,[]
0,[]
8062,[]
8756,[]
0,[]
0,[]
0,[]
0,[]
8313,[]
0,[]
