Token Number,Rates,length,index_in_dataset,occurrence_number
0,[],10898,178,3
0,[],6790,67,4
0,[],6733,74,2
0,[],9666,18,3
0,[],2148,115,2
0,[],11240,7,2
0,[],6247,93,1
0,[],5308,108,2
0,[],1415,57,2
0,[],5133,118,3
0,[],11372,6,3
0,[],11240,7,3
0,[],9891,164,1
0,[],6099,71,4
0,[],3276,25,1
0,[],2017,104,3
0,[],7046,154,5
0,[],10366,43,1
0,[],3446,124,2
0,[],2154,17,3
0,[],6608,10,2
0,[],3539,106,2
0,[],5308,108,3
0,[],9769,127,3
0,[],7136,145,5
0,[],1198,194,3
0,[],2161,103,4
0,[],9123,64,5
0,[],2904,159,3
0,[],2483,54,2
0,[],2045,87,2
0,[],6750,15,2
0,[],9574,5,2
0,[],5492,192,3
0,[],7511,167,1
0,[],3380,139,3
0,[],11405,81,2
0,[],1404,34,3
0,[],4381,31,5
0,[],7924,49,2
0,[],4694,109,3
0,[],3375,142,3
0,[],6253,131,3
0,[],7165,55,3
0,[],3741,190,3
0,[],7032,147,1
0,[],3916,110,2
0,[],7230,122,3
0,[],4173,83,2
0,[],7924,49,3
0,[],7481,70,1
0,[],7157,151,2
0,[],8984,2,1
0,[],4803,23,4
0,[],2113,9,3
0,[],11240,7,4
0,[],1985,171,1
0,[],11317,140,4
0,[],7781,94,2
0,[],3170,19,3
0,[],1734,98,4
0,[],7781,94,3
0,[],1404,34,4
0,[],2227,86,2
0,[],10434,79,1
0,[],11070,123,1
0,[],10618,126,6
0,[],7689,8,2
0,[],6733,74,3
0,[],3931,125,1
0,[],8851,100,4
0,[],1985,171,2
0,[],6253,131,4
0,[],4686,32,2
0,[],8785,13,1
0,[],3082,128,4
0,[],9574,5,3
0,[],11695,117,1
0,[],5775,187,5
0,[],2148,115,3
0,[],9356,77,3
0,[],3082,128,5
0,[],6376,91,2
0,[],4694,109,4
0,[],3429,188,2
0,[],9464,76,3
0,[],5492,192,4
0,[],2757,181,4
0,[],8423,38,2
0,[],8785,13,2
0,[],3170,19,4
0,[],5623,3,3
0,[],9666,18,4
0,[],2027,136,2
0,[],8785,13,3
0,[],5874,63,3
0,[],3617,168,1
0,[],6749,4,3
0,[],7949,162,2
0,[],11138,56,3
0,[],4803,23,5
0,[],3380,139,4
0,[],3931,125,2
0,[],2808,175,3
0,[],6607,146,2
0,[],11057,160,3
0,[],11138,56,4
0,[],9804,35,2
0,[],9216,149,2
0,[],3760,161,5
0,[],11366,197,4
0,[],4428,82,1
0,[],5832,73,3
0,[],1909,155,2
0,[],6790,67,5
0,[],10326,186,1
0,[],1985,171,3
0,[],2519,85,4
0,[],1820,150,1
0,[],1820,150,2
0,[],11154,20,2
0,[],10071,180,2
0,[],7940,101,2
0,[],1918,165,2
0,[],5874,63,4
0,[],3022,179,6
0,[],9356,77,4
0,[],8984,2,2
0,[],10071,180,3
0,[],2154,17,4
0,[],5874,63,5
0,[],8435,189,2
0,[],3741,190,4
0,[],4162,114,1
0,[],10618,126,7
0,[],8345,89,1
0,[],3135,58,5
0,[],9352,65,2
0,[],6422,134,2
0,[],1820,150,3
0,[],5004,158,2
0,[],5004,158,3
0,[],2154,17,5
0,[],7127,99,2
0,[],6582,11,2
0,[],4694,109,5
0,[],7008,88,1
0,[],3613,177,3
0,[],936,69,2
0,[],2223,22,2
0,[],6465,28,3
0,[],9076,152,3
0,[],11070,123,2
0,[],3170,19,5
0,[],3141,16,2
0,[],11317,140,5
0,[],7565,14,3
0,[],9891,164,2
0,[],10032,141,3
0,[],3141,16,3
0,[],3141,16,4
0,[],11366,197,5
0,[],6733,74,4
0,[],5832,73,4
0,[],7949,162,3
0,[],8435,189,3
0,[],11366,197,6
0,[],1820,150,4
0,[],6733,74,5
0,[],3141,16,5
0,[],1909,155,3
0,[],8726,111,2
0,[],8729,84,1
0,[],2757,181,5
0,[],10825,21,3
0,[],1734,98,5
0,[],8984,2,3
0,[],6247,93,2
0,[],6582,11,3
0,[],4803,23,6
0,[],2223,22,3
0,[],1322,129,2
0,[],9216,149,3
0,[],2292,116,1
0,[],5492,192,5
0,[],6733,74,6
0,[],11138,56,5
0,[],10231,173,3
0,[],8314,44,3
0,[],5492,192,6
0,[],8984,2,4
0,[],6053,193,5
0,[],7689,8,3
0,[],10898,178,4
0,[],6247,105,2
0,[],5523,198,1
0,[],7565,14,4
0,[],3916,110,3
0,[],6053,193,6
0,[],2017,104,4
0,[],10618,126,8
0,[],3380,139,5
0,[],6376,91,3
0,[],3931,125,3
0,[],11695,117,2
0,[],10071,180,4
0,[],7689,8,4
0,[],11138,56,6
0,[],3741,190,5
0,[],10898,178,5
0,[],6376,91,4
0,[],3446,124,3
0,[],7165,55,4
0,[],9918,37,3
0,[],9637,92,1
0,[],7481,70,2
0,[],11695,117,3
0,[],6750,15,3
0,[],1198,194,4
0,[],11366,197,7
0,[],3380,139,6
0,[],5587,107,2
0,[],9694,61,2
0,[],7949,162,4
0,[],1652,137,2
0,[],4381,31,6
0,[],7807,182,3
0,[],9891,164,3
0,[],3741,190,6
0,[],7136,145,6
0,[],11070,123,3
0,[],4173,83,3
0,[],10326,186,2
0,[],10231,173,4
0,[],7689,8,5
0,[],9574,5,4
0,[],6733,74,7
0,[],7949,162,5
0,[],11366,197,8
0,[],12184,29,1
0,[],4339,119,3
0,[],3237,75,1
0,[],6053,193,7
0,[],3617,168,2
0,[],3617,168,3
0,[],7781,94,4
0,[],4173,83,4
0,[],2483,54,3
0,[],6582,11,4
0,[],10231,173,5
0,[],7949,162,6
0,[],10784,199,1
0,[],10784,199,2
0,[],8726,111,3
0,[],7046,154,6
0,[],8435,189,4
0,[],9980,170,3
0,[],7924,49,4
0,[],1703,90,1
0,[],3276,25,2
0,[],3741,190,7
0,[],3477,121,4
0,[],7843,45,4
0,[],6422,134,3
0,[],3446,124,4
0,[],6099,71,5
0,[],2223,22,4
0,[],6422,134,4
0,[],2017,104,5
0,[],7046,154,7
0,[],2017,104,6
0,[],9980,170,4
0,[],3916,110,4
0,[],5696,112,2
0,[],2808,175,4
0,[],4927,80,1
0,[],6884,26,1
0,[],9574,5,5
0,[],7157,151,3
0,[],3446,124,5
0,[],10032,141,4
0,[],4847,42,2
0,[],6884,26,2
0,[],8984,2,5
0,[],7481,70,3
0,[],5133,118,4
0,[],5571,78,1
0,[],2045,87,3
0,[],2757,181,6
0,[],936,69,3
0,[],2161,103,5
0,[],8341,157,1
0,[],10434,79,2
0,[],3446,124,6
0,[],7209,172,3
0,[],3741,190,8
0,[],6465,28,4
0,[],7941,185,3
0,[],7127,99,3
0,[],10130,51,3
0,[],9637,92,2
0,[],9352,195,1
0,[],7127,99,4
0,[],9352,65,3
0,[],10618,126,9
0,[],1162,48,4
0,[],7565,14,5
0,[],3276,25,3
0,[],9481,24,2
0,[],12184,29,2
0,[],9214,27,4
0,[],3082,128,6
0,[],9804,35,3
0,[],936,69,4
0,[],3022,179,7
0,[],12252,95,1
0,[],8528,133,1
0,[],9366,33,2
0,[],9918,37,4
0,[],7689,8,6
