Token Number,Rates
0,[]
0,[]
13128,[0.728571429.]
0,[]
0,[]
14296,[0.728571429.]
16774,[0.728571429.]
16636,[0.728571429.]
11618,[0.728571429.]
0,[]
0,[]
0,[]
0,[]
13070,[0.728571429.]
11101,[0.728571429.]
0,[]
0,[]
0,[]
14458,[0.728571429.]
0,[]
16267,[0.728571429.]
15915,[0.728571429.]
0,[]
0,[]
14003,[0.728571429.]
0,[]
0,[]
13713,[0.728571429.]
0,[]
18085,[0.728571429.]
0,[]
0,[]
0,[]
13910,[0.728571429.]
0,[]
14607,[0.728571429.]
12994,[0.728571429.]
14733,[0.728571429.]
12177,[0.728571429.]
0,[]
0,[]
0,[]
0,[]
15356,[0.728571429.]
12192,[0.728571429.]
11632,[0.728571429.]
0,[]
0,[]
0,[]
11672,[0.728571429.]
0,[]
14920,[0.728571429.]
14043,[0.728571429.]
12740,[0.728571429.]
0,[]
10551,[0.728571429.]
16525,[0.728571429.]
0,[]
0,[]
15984,[0.728571429.]
0,[]
14556,[0.728571429.]
0,[]
0,[]
13165,[0.728571429.]
13907,[0.728571429.]
0,[]
0,[]
0,[]
0,[]
11041,[0.728571429.]
0,[]
0,[]
0,[]
0,[]
0,[]
14122,[0.728571429.]
13736,[0.728571429.]
0,[]
15410,[0.728571429.]
0,[]
16706,[0.728571429.]
0,[]
0,[]
12939,[0.728571429.]
0,[]
0,[]
0,[]
0,[]
12117,[0.728571429.]
0,[]
0,[]
14141,[0.728571429.]
0,[]
11739,[0.728571429.]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
0,[]
