Token Number
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16925
15338
15637
0
18640
18469
0
11309
15897
0
16192
15342
0
15900
0
17009
17789
26195
16927
13405
12288
0
12288
13398
0
30485
17006
0
26198
16189
17793
13060
16205
0
10240
16930
0
16204
0
12771
0
15704
0
17794
12577
0
0
0
16189
13061
0
0
15343
12288
0
12770
0
0
0
0
17773
15393
30043
0
0
0
12288
17777
30042
16193
13405
13060
0
0
12169
26196
13061
18643
18636
25472
13061
0
13070
0
0
25465
17776
25462
13057
0
13407
13041
16928
17791
0
15897
13063
15333
0
0
0
15397
15402
10240
12288
17012
0
18470
11307
13041
17787
15388
0
15638
13402
12169
15635
30038
0
13404
12779
25464
7168
18641
0
18470
0
15705
4096
0
0
30044
0
30038
17776
6144
15341
12580
18467
2048
3072
15894
10240
26196
25472
7168
2048
0
2048
4096
0
0
0
25462
0
18470
0
0
25462
5120
0
0
0
0
30484
0
2048
7168
1024
0
25473
7168
0
2048
4096
0
0
12288
6144
0
30485
0
2048
7168
30490
0
0
25466
0
0
0
1024
1024
0
9216
0
7168
0
