Token Number
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
16925
14336
15637
0
18640
18469
0
0
15897
0
16192
14336
0
15900
0
17009
17789
26195
16927
0
0
0
0
0
0
30485
17006
0
26198
16189
17793
0
16205
0
0
16930
0
16204
0
0
0
15704
0
17794
0
0
0
0
16189
0
0
0
14336
0
0
0
0
0
0
0
17773
15393
30043
0
0
0
0
17777
30042
16193
0
0
0
0
0
26196
0
18643
18636
25472
0
0
0
0
0
25465
17776
25462
0
0
0
0
16928
17791
0
15897
0
14336
0
0
0
15397
15402
0
0
17012
0
18470
0
0
17787
15388
0
15638
0
0
15635
30038
0
0
0
25464
0
18641
0
18470
0
15705
0
0
0
30044
0
30038
17776
0
14336
0
18467
0
15706
15894
0
26196
25472
0
17012
0
0
15711
0
0
0
25462
0
18470
0
0
25462
15397
0
0
0
0
30484
0
0
15711
0
16198
25473
0
0
0
0
0
16205
14336
18470
0
30485
0
0
14336
30490
0
0
25466
0
0
0
6144
0
0
12288
0
8192
0
